epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,664.378,0.90239,0.53663,0.89148,0.91141,0.82143,0.90825,0.51541,1.51381,0.90121,1.00508,0.0005348,0.0005348,0.0005348
150,668.853,0.89311,0.50127,0.86437,0.8756,0.82143,0.85086,0.51823,1.40558,0.79884,0.98404,0.0005249,0.0005249,0.0005249
151,673.335,0.81601,0.50205,0.89447,0.81958,0.85714,0.88895,0.52833,1.38655,0.76568,0.99932,0.000515,0.000515,0.000515
152,677.81,0.84409,0.4842,0.88852,0.8838,0.81514,0.83344,0.50405,1.35335,0.72573,0.9841,0.0005051,0.0005051,0.0005051
153,682.294,0.84785,0.51008,0.91041,0.95062,0.82143,0.90079,0.49831,1.42201,0.77596,0.97989,0.0004952,0.0004952,0.0004952
154,686.694,0.88749,0.52775,0.89171,0.95976,0.85197,0.9101,0.55108,1.38465,0.83592,0.98425,0.0004853,0.0004853,0.0004853
155,691.167,0.894,0.51377,0.89897,0.99755,0.82143,0.89022,0.5148,1.39524,0.88149,0.98516,0.0004754,0.0004754,0.0004754
156,695.583,0.83101,0.47904,0.88027,0.85169,0.85714,0.88948,0.5471,1.30958,0.82472,0.94589,0.0004655,0.0004655,0.0004655
157,700.025,0.88129,0.48848,0.90643,0.91937,0.85714,0.91451,0.54284,1.33006,0.79859,0.96648,0.0004556,0.0004556,0.0004556
158,704.51,0.87814,0.52869,0.90888,0.9497,0.78571,0.87732,0.50079,1.52753,0.94733,1.01885,0.0004457,0.0004457,0.0004457
159,708.964,0.86466,0.49943,0.88779,0.91882,0.80874,0.86927,0.52287,1.393,0.816,0.9667,0.0004358,0.0004358,0.0004358
160,713.423,0.77165,0.45897,0.88072,0.869,0.75,0.83083,0.48249,1.49586,0.88914,1.00285,0.0004259,0.0004259,0.0004259
161,717.842,0.84529,0.49389,0.88594,0.9077,0.71429,0.79494,0.47075,1.43082,0.92836,1.03266,0.000416,0.000416,0.000416
162,722.304,0.80979,0.48212,0.88573,0.88356,0.81327,0.85839,0.55984,1.35935,0.8154,0.99205,0.0004061,0.0004061,0.0004061
163,726.779,0.80327,0.50016,0.87698,0.90635,0.85714,0.91641,0.54121,1.39247,0.84452,0.98499,0.0003962,0.0003962,0.0003962
164,731.265,0.77279,0.4777,0.90864,0.89145,0.88023,0.91382,0.55082,1.42313,0.84366,0.99656,0.0003863,0.0003863,0.0003863
165,735.639,0.818,0.45851,0.90426,0.88587,0.89286,0.91491,0.52021,1.41526,0.88534,0.98666,0.0003764,0.0003764,0.0003764
166,740.093,0.84485,0.49952,0.92225,0.99231,0.75,0.86352,0.54574,1.38399,0.82629,0.98824,0.0003665,0.0003665,0.0003665
167,744.562,0.8194,0.46618,0.86127,0.90382,0.85714,0.87691,0.54254,1.43421,0.82075,1.01553,0.0003566,0.0003566,0.0003566
168,749.064,0.82308,0.46063,0.86901,0.94384,0.82143,0.87258,0.52212,1.42081,0.71836,1.03476,0.0003467,0.0003467,0.0003467
169,753.551,0.8976,0.5063,0.90112,0.81433,0.78327,0.7439,0.41835,1.55209,1.03194,1.05623,0.0003368,0.0003368,0.0003368
170,758.014,0.78298,0.44657,0.86415,0.93506,0.75,0.86455,0.50041,1.38953,0.81964,0.9724,0.0003269,0.0003269,0.0003269
171,762.471,0.78427,0.47713,0.86236,0.87066,0.85714,0.9046,0.56006,1.38081,0.81931,0.97431,0.000317,0.000317,0.000317
172,766.979,0.83186,0.48039,0.9077,0.85149,0.82143,0.85558,0.55855,1.35597,0.8449,0.98535,0.0003071,0.0003071,0.0003071
173,771.355,0.74404,0.46558,0.87524,0.86048,0.75,0.85116,0.53611,1.37122,0.83591,0.98069,0.0002972,0.0002972,0.0002972
174,775.809,0.76171,0.45346,0.84409,0.81914,0.80905,0.86351,0.52128,1.42301,0.89102,0.99067,0.0002873,0.0002873,0.0002873
175,780.263,0.82202,0.48122,0.88759,0.82693,0.85336,0.86431,0.52082,1.4429,0.8817,1.00021,0.0002774,0.0002774,0.0002774
176,784.723,0.79344,0.48055,0.88831,0.88734,0.84417,0.86908,0.52869,1.38081,0.8201,0.97512,0.0002675,0.0002675,0.0002675
177,789.17,0.79469,0.47695,0.90272,0.8514,0.81859,0.85396,0.54609,1.36142,0.82692,0.96743,0.0002576,0.0002576,0.0002576
178,793.605,0.80149,0.48495,0.91226,0.8963,0.75,0.84571,0.54045,1.36022,0.88909,0.9684,0.0002477,0.0002477,0.0002477
179,798.081,0.77586,0.45252,0.86963,0.84451,0.77619,0.83283,0.52486,1.39724,0.93123,0.98459,0.0002378,0.0002378,0.0002378
180,802.531,0.75337,0.45298,0.89808,0.87655,0.76105,0.85137,0.52506,1.44371,1.01306,1.0001,0.0002279,0.0002279,0.0002279
181,806.91,0.79094,0.43491,0.89209,0.94343,0.71429,0.8587,0.5629,1.37343,0.99562,0.97318,0.000218,0.000218,0.000218
182,811.306,0.79932,0.48904,0.89048,0.82461,0.85714,0.85724,0.57738,1.31958,0.85048,0.96984,0.0002081,0.0002081,0.0002081
183,815.793,0.76657,0.46814,0.91189,0.87692,0.82143,0.89941,0.5792,1.30481,0.84047,0.96142,0.0001982,0.0001982,0.0001982
184,820.255,0.78684,0.47171,0.8917,0.75463,0.82143,0.83645,0.52902,1.34994,0.80001,0.96464,0.0001883,0.0001883,0.0001883
