epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,3048.85,1.32925,0.79304,1.33257,0.77258,0.84932,0.8365,0.41992,1.23195,1.09237,1.26862,0.0010298,0.0010298,0.0010298
100,3078.91,1.3574,0.80269,1.34695,0.82527,0.84375,0.84286,0.422,1.1981,0.66992,1.26495,0.0010199,0.0010199,0.0010199
101,3109.08,1.35282,0.82598,1.38109,0.83794,0.82292,0.84962,0.41301,1.28753,0.91051,1.27798,0.00101,0.00101,0.00101
102,3139.46,1.31975,0.79115,1.33839,0.85085,0.83194,0.83862,0.45063,1.16274,0.68176,1.19478,0.0010001,0.0010001,0.0010001
103,3169.62,1.30473,0.76855,1.3299,0.90317,0.8125,0.86982,0.44855,1.19341,0.61574,1.2635,0.0009902,0.0009902,0.0009902
104,3200.2,1.3068,0.79334,1.32578,0.83369,0.83549,0.85238,0.45688,1.15596,0.75287,1.22319,0.0009803,0.0009803,0.0009803
105,3230.26,1.30412,0.78769,1.33276,0.8559,0.80437,0.84988,0.44845,1.23595,0.63129,1.24842,0.0009704,0.0009704,0.0009704
106,3260.59,1.3017,0.77066,1.31704,0.91926,0.83017,0.87678,0.45632,1.22458,0.62163,1.29248,0.0009605,0.0009605,0.0009605
107,3291.12,1.29916,0.77034,1.32012,0.86792,0.82292,0.87338,0.45955,1.20635,0.71183,1.27854,0.0009506,0.0009506,0.0009506
108,3322.43,1.26721,0.73823,1.30092,0.85697,0.81135,0.86172,0.44881,1.23395,0.63738,1.27131,0.0009407,0.0009407,0.0009407
109,3352.77,1.28685,0.76557,1.31069,0.884,0.82292,0.84028,0.42446,1.21077,0.72065,1.28008,0.0009308,0.0009308,0.0009308
110,3383.46,1.28065,0.75241,1.32657,0.83307,0.85417,0.8766,0.45954,1.20701,0.69306,1.24986,0.0009209,0.0009209,0.0009209
111,3413.9,1.29379,0.77262,1.31651,0.86675,0.85417,0.88446,0.42669,1.26427,0.75317,1.29962,0.000911,0.000911,0.000911
112,3444.02,1.27898,0.73583,1.29051,0.86277,0.82292,0.87355,0.43022,1.22788,0.78856,1.2674,0.0009011,0.0009011,0.0009011
113,3474.28,1.25946,0.73778,1.31355,0.90453,0.78955,0.85535,0.45027,1.20416,0.65657,1.2436,0.0008912,0.0008912,0.0008912
114,3504.37,1.22941,0.72869,1.28518,0.85806,0.82292,0.85482,0.43878,1.20098,0.82402,1.27261,0.0008813,0.0008813,0.0008813
115,3534.9,1.26808,0.72654,1.29612,0.87028,0.80208,0.85283,0.42631,1.30642,0.65683,1.3291,0.0008714,0.0008714,0.0008714
116,3564.83,1.24131,0.7254,1.28395,0.87955,0.83673,0.86874,0.44501,1.19799,0.63269,1.26469,0.0008615,0.0008615,0.0008615
117,3595.08,1.26012,0.74554,1.29964,0.89481,0.8125,0.85322,0.45146,1.22345,0.78255,1.27509,0.0008516,0.0008516,0.0008516
118,3625.24,1.2304,0.7197,1.28918,0.83113,0.82029,0.82074,0.42085,1.18732,0.63479,1.27131,0.0008417,0.0008417,0.0008417
119,3655.22,1.23486,0.74526,1.28311,0.86906,0.82963,0.85988,0.4392,1.19605,0.64495,1.27037,0.0008318,0.0008318,0.0008318
120,3685.57,1.2076,0.71484,1.26649,0.89406,0.7912,0.86638,0.42762,1.19414,0.61409,1.28103,0.0008219,0.0008219,0.0008219
121,3715.83,1.20004,0.71295,1.28618,0.90268,0.8125,0.87269,0.41229,1.29621,0.81831,1.37579,0.000812,0.000812,0.000812
122,3745.82,1.19949,0.71485,1.2577,0.89728,0.81898,0.87011,0.45467,1.25082,0.64946,1.29135,0.0008021,0.0008021,0.0008021
123,3776.08,1.21466,0.71861,1.28238,0.8487,0.77083,0.83381,0.41199,1.28002,0.82523,1.3329,0.0007922,0.0007922,0.0007922
124,3806.22,1.21829,0.69864,1.26297,0.88114,0.80208,0.84822,0.42678,1.29075,0.64757,1.35071,0.0007823,0.0007823,0.0007823
125,3836.51,1.2045,0.6979,1.26838,0.84251,0.83333,0.86305,0.43591,1.28232,0.74341,1.33347,0.0007724,0.0007724,0.0007724
126,3867.79,1.19551,0.69162,1.26787,0.84882,0.8188,0.86151,0.44843,1.25689,0.56952,1.31007,0.0007625,0.0007625,0.0007625
127,3897.97,1.19029,0.68494,1.26739,0.85015,0.82292,0.84864,0.41125,1.30403,0.62978,1.37726,0.0007526,0.0007526,0.0007526
128,3928.17,1.19079,0.70051,1.25501,0.88179,0.85476,0.8815,0.43035,1.26778,0.79172,1.3347,0.0007427,0.0007427,0.0007427
129,3958.16,1.1965,0.67826,1.25701,0.88404,0.78125,0.84909,0.43464,1.27327,0.65342,1.31346,0.0007328,0.0007328,0.0007328
130,3988.03,1.13759,0.68361,1.22151,0.92369,0.79167,0.87369,0.4209,1.31179,0.77422,1.37478,0.0007229,0.0007229,0.0007229
